userid d400305f-c4ff-45da-bd97-ba5d28374fd3 Task audio1 reactionTime 1.098 responseTime 5.766 |User answer| Obrzydzenie |Correct answer| zlosc |Is Correct| no
userid d400305f-c4ff-45da-bd97-ba5d28374fd3 Task audio2 reactionTime 1.611 responseTime 4.329 |User answer| Obrzydzenie |Correct answer| obrzydzenie |Is Correct| yes
userid d400305f-c4ff-45da-bd97-ba5d28374fd3 Task audio3 reactionTime 1.52 responseTime 4.874 |User answer| Lek |Correct answer| lek |Is Correct| yes
userid d400305f-c4ff-45da-bd97-ba5d28374fd3 Task audio4 reactionTime 1.138 responseTime 6.002 |User answer| Szczescie |Correct answer| szczescie |Is Correct| yes
userid d400305f-c4ff-45da-bd97-ba5d28374fd3 Task audio5 reactionTime 0.602 responseTime 7.44 |User answer| Smutek |Correct answer| smutek |Is Correct| yes
userid d400305f-c4ff-45da-bd97-ba5d28374fd3 Task audio6 reactionTime 1.82 responseTime 7.42 |User answer| Zaskoczenie |Correct answer| zaskoczenie |Is Correct| yes
